<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
"germ_m109g_2";"Pistolet Samonapędowiec";"Canon automoteur";"Semovente";"SPG";"SPG";"САУ";"SPG";"Samohybné dělo";"SPG";"自\t行\t火\t炮";"自走砲";"SPG";"САУ";"SPG";"SPG";"자주포";"САУ";"SPG";"自\t行\t火\t炮";"SPG";;
germ_le_kpz_m41_shop;leKPat M41;▀leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPat M41;▀ leKPz M41G;leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;▀leKPz M41;leKPz M41;leKPz M41;leKPz M41;▀ M41;〔D〕\tM41;;
germ_le_kpz_m41_0;Lekkostrawny Kempingowy Patelniowy Manekin 41;▀Leichte Kampfpanzer M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;Lekkostrawny Kempingowy Patelniowy Manekin 41;▀ Leichte Kampfpanzer M41G;leKPz M41;轻\t型\t战\t斗\t坦\t克 M41\t“华\t克\t猛\t犬”;leKPz M41;leKPz M41;leKPz M41;leKPz M41;▀leKPz M41;leKPz M41;leKPz M41;leKPz M41;▀ 輕\t型\t坦\t克 M41;〔D〕\tM41;;
germ_le_kpz_m41_1;leKPat M41;▀leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPat M41;▀ leKPz M41G;leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;leKPz M41;▀leKPz M41;leKPz M41;leKPz M41;leKPz M41;▀ M41;〔D〕\tM41;;
germ_le_kpz_m41_2;Lekkostrawny Zbiornik;Char léger;Carro leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Zbiornik;▀ M41;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque leve;Легкий танк;Laki tenk;könnyű harckocsi;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;中\t型\t坦\t克;;
germ_wiesel_2_adwc_shop;Ocelot;Ozelot;Ozelot;Ozelot;Ozelot;Ozelot;Ocelot;Ozelot;Ozelot;豹\t猫;Ozelot;Ozelot;Ozelot;Ozelot;Ozelot;오첼롯;Ozelot;Ozelot;豹\t貓;“豹\t猫”;;
germ_wiesel_2_adwc_0;Lekkostrawny Przeciwtlenowy Reżim Ocelota;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugawehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;Lekkostrawny Przeciwtlenowy Reżim Ocelota;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;轻\t型\t防\t空\t系\t统 豹\t猫;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;경량 대공방어시스템 오첼롯;Leichtes Flugabwehrsystem Ozelot;Leichtes Flugabwehrsystem Ozelot;“豹\t貓”\t防\t空\t導\t彈\t運\t載\t車;“豹\t猫”\t防\t空\t导\t弹\t运\t载\t车;;
germ_wiesel_2_adwc_1;Ocelot;Ozelot;Ozelot;Ozelot;Ozelot;Ozelot;Ocelot;Ozelot;Ozelot;豹\t猫;Ozelot;Ozelot;Ozelot;Ozelot;Ozelot;오첼롯;Ozelot;Ozelot;豹\t貓;“豹\t猫”;;
germ_wiesel_2_adwc_2;Samonapędowiec Przeciw-Tlenowiec;AA auto-moteur;Antiaerea;Flugabwehrfahrzeug;AAA;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;Ozelot;Samonapędowiec Przeciw-Tlenowiec;自\t行\t防\t空\t炮;Samonapędowiec Przeciw-Tlenowiec;AAAP;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;Samonapędowiec Przeciw-Tlenowiec;자주대공포;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;自\t行\t防\t空\t炮;自\t行\t防\t空\t炮;;
germ_wiesel_1_tow_shop;Łasica 1A2;Wiesel 1A2 TOW;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Łasica 1A2;Wiesel 1A2;Wiesel 1A2;鼬\t鼠 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;비젤 1A2;Wiesel 1A2;Wiesel 1A2;鼬\t鼠\t1A2;“鼬\t鼠”\t1A2/\t“陶”\t式;;
germ_wiesel_1_tow_0;Waflowy Nosiciel Łasica 1A2 Obiadowa Puszka Piwa Wzrokowo Wytropiona Bezprzewodowo przez Harcerza;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waflowy Nosiciel Łasica 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;TOW 反\t坦\t克\t导\t弹\t运\t载\t车 鼬\t鼠 1A2;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;바펜트레거 비젤 1A2 TOW;Waffenträger Wiesel 1A2 TOW;Waffenträger Wiesel 1A2 TOW;鼬\t鼠\t1A2 TOW\t式\t反\t坦\t克\t車;“鼬\t鼠”\t1A2/\t“陶”\t式;;
germ_wiesel_1_tow_1;Łasica 1A2;Wiesel 1A2 TOW;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Łasica 1A2;Wiesel 1A2;Wiesel 1A2;鼬\t鼠 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;Wiesel 1A2;비젤 1A2;Wiesel 1A2;Wiesel 1A2;鼬\t鼠\t1A2;“鼬\t鼠”\t1A2;;
germ_wiesel_1_tow_2;Pistolet Samonapędowiec;Canon automoteur;Lanciamissili;Panzerjäger;CAP;САУ;Pistolet Samonapędowiec;samohybné dělo;Pistolet Samonapędowiec;自\t行\t火\t炮;Pistolet Samonapędowiec;OAP;САУ;Pistolet Samonapędowiec;Pistolet Samonapędowiec;구축전차;САУ;Pistolet Samonapędowiec;自\t行\t火\t炮;自\t行\t火\t炮;;
germ_wiesel_1_mk20_shop;Łasica 1A4;Wiesel 1A4 MK20;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Łasica 1A4;Wiesel 1A4;Wiesel 1A4;鼬\t鼠 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;비젤 1A4;Wiesel 1A4;Wiesel 1A4;鼬\t鼠\t1A4;“鼬\t鼠”\t1A4/MK;;
germ_wiesel_1_mk20_0;Waflowy Nosiciel Łasica 1A4 MK;Waffenträger Wiesel 1A4 MK20;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;Waflowy Nosiciel Łasica 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;机\t炮\t运\t载\t车 鼬\t鼠 1A4;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;바펜트레거 비젤 1A4 MK;Waffenträger Wiesel 1A4 MK;Waffenträger Wiesel 1A4 MK;鼬\t鼠\t1A4 MK20 Rh 202\t機\t炮\t火\t力\t支\t援\t車;“鼬\t鼠”\t1A4/MK;;
germ_wiesel_1_mk20_1;Łasica 1A4;Wiesel 1A4 MK20;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Łasica 1A4;Wiesel 1A4;Wiesel 1A4;鼬\t鼠 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;Wiesel 1A4;비젤 1A4;Wiesel 1A4;Wiesel 1A4;鼬\t鼠\t1A4;“鼬\t鼠”\t1A4;;
germ_wiesel_1_mk20_2;Samonapędowiec Przeciw-Tlenowiec;AA auto-moteur;Antiaerea;Flugabwehrfahrzeug;AAA;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;Wiesel;Samonapędowiec Przeciw-Tlenowiec;自\t行\t防\t空\t炮;Samonapędowiec Przeciw-Tlenowiec;AAAP;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;Samonapędowiec Przeciw-Tlenowiec;자주대공포;ЗСУ;Samonapędowiec Przeciw-Tlenowiec;自\t行\t防\t空\t炮;自\t行\t防\t空\t炮;;
germ_schutzenpanzer_puma_shop;KUGUAR;Puma;PUMA;PUMA;PUMA;PUMA;KUGUAR;PUMA;PUMA;美\t洲\t狮;PUMA;PUMA;PUMA;PUMA;PUMA;푸마;PUMA;PUMA;美\t洲\t獅;PUMA;;
germ_schutzenpanzer_puma_0;Stycznikowy Patelniarz KUGUAR;Schützenpanzer Puma;Schützenpanzer PUMA;Schützenpanzer PUMA;Schützenpanzer PUMA;Schützenpanzer PUMA;Stycznikowy Patelniarz KUGUAR;Schützenpanzer PUMA;Schützenpanzer PUMA;步\t兵\t战\t车 美\t洲\t狮;Schützenpanzer PUMA;Schützenpanzer PUMA;Schützenpanzer PUMA;Schützenpanzer PUMA;Schützenpanzer PUMA;푸마 장갑차;Schützenpanzer PUMA;Schützenpanzer PUMA;美\t洲\t獅 步\t兵\t戰\t車;Schützenpanzer PUMA;;
germ_schutzenpanzer_puma_1;KUGUAR;Puma;PUMA;PUMA;PUMA;PUMA;KUGUAR;PUMA;PUMA;美\t洲\t狮;PUMA;PUMA;PUMA;PUMA;PUMA;푸마;PUMA;PUMA;美\t洲\t獅;PUMA;;
germ_schutzenpanzer_puma_2;Lekkostrawny Patelniarz;Char léger;Carro armato leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Patelniarz;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;轻\t型\t坦\t克;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;Lekkostrawny Zbiornik;;
germ_erprobungstrager_3_achs_turm_shop;Wieża III;Turm III;Turm III;Turm III;Turm III;Turm III;Wieża III;Turm III;Turm III;三\t稳\t炮\t塔\t测\t试\t车;Turm III;Turm III;Turm III;Turm III;Turm III;Turm III;Turm III;Turm III;三\t穩\t砲\t塔\t測\t試\t車;Turm III;;
germ_erprobungstrager_3_achs_turm_0;Kupelować Srebro Patelniarza 3-Toporami-Ustabilizowaną Wieżą;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit dreifach stabilisierten Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;Kupelować Srebro Patelniarza 3-Toporami-Ustabilizowaną Wieżą;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;三\t轴\t稳\t定\t炮\t塔\t测\t试\t车;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;3축 안정화 실험형 포탑;Erprobungsträger mit 3-achs-stabilisiertem Turm;Erprobungsträger mit 3-achs-stabilisiertem Turm;三\t軸\t穩\t定\t砲\t塔\t測\t試\t車;Erprobungsträger mit 3-achs-stabilisiertem Turm;;
germ_erprobungstrager_3_achs_turm_1;Wieża III;Turm III;Turm III;Turm III;Turm III;Turm III;Wieża III;Turm III;Turm III;三\t稳\t炮\t塔\t测\t试\t车;Turm III;Turm III;Turm III;Turm III;Turm III;Turm III;Turm III;Turm III;三\t穩\t砲\t塔\t測\t試\t車;Turm III;;
germ_erprobungstrager_3_achs_turm_2;Główny Patelniarz Bojowy;Główny Zbiornik Bojowy;Główny Zbiornik Bojowy;Kampfpanzer;Główny Zbiornik Bojowy;ОБТ;Główny Patelniarz Bojowy;Główny Zbiornik Bojowy;Główny Zbiornik Bojowy;主\t战\t坦\t克;Główny Zbiornik Bojowy;Główny Zbiornik Bojowy;ОБТ;Główny Zbiornik Bojowy;Główny Zbiornik Bojowy;주력전차;АБТ;Główny Zbiornik Bojowy;主\t戰\t坦\t克;Główny Zbiornik Bojowy;;
germ_marder_df_105_shop;DF105;DF 105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF 105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF 105;;
germ_marder_df_105_0;DF105;DF 105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF 105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF 105;;
germ_marder_df_105_1;DF105;DF 105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF 105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF105;DF 105;;
germ_marder_df_105_2;Lekkostrawny Patelniarz;Char léger;Carro armato leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Patelniarz;DF105;Lekkostrawny Zbiornik;轻\t型\t坦\t克;Lekkostrawny Zbiornik;Tanque Leve;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;轻\t型\t坦\t克;;
germ_marder_1a1_shop;Złodziej A1-;Marder A1-;Marder A1-;Marder 1A1;Marder A1-;Marder A1-;Złodziej A1-;Marder A1-;Marder A1-;黄\t鼠\t狼 1A1-;マルダー A1-;Marder A1-;Marder A1-;Marder A1-;Marder 1 A1(-);마르더 A1-;Marder A1-;Marder A1-;黃\t鼠\t狼 1A1-;“黄\t鼠\t狼”\t1A1-;;
germ_marder_1a1_0;SPz Złodziej A1-;Schützenpanzer Marder A1-;SPz Marder A1-;SPz Marder 1A1;SPz Marder A1-;SPz Marder A1-;SPz Złodziej A1-;SPz Marder A1-;SPz Marder A1-;轻\t型\t坦\t克 黄\t鼠\t狼 1A1-;SPz マルダー A1-;SPz Marder A1-;SPz Marder A1-;SPz Marder A1-;Schützenpanzer Marder 1 A1(-);SPz 마르더 A1-;SPz Marder A1-;SPz Marder A1-;步\t兵\t戰\t車 黃\t鼠\t狼 1A1-;“黄\t鼠\t狼”\t（“貂\t鼠”）\t1A1-;;
germ_marder_1a1_1;Złodziej A1-;Marder A1-;Marder A1-;Marder 1A1;Marder A1-;Marder A1-;Złodziej A1-;Marder A1-;Marder A1-;黄\t鼠\t狼 1A1-;マルダー A1-;Marder A1-;Marder A1-;Marder A1-;Marder 1 A1(-);마르더 A1-;Marder A1-;Marder A1-;黃\t鼠\t狼 1A1-;“黄\t鼠\t狼”\t1A1-;;
germ_marder_1a1_2;Lekkostrawny Patelniarz;Char léger;Carro armato leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Patelniarz;lehký tank;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Lekkostrawny Zbiornik;könnyű harckocsi;경전차;Лёгкі танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;轻\t型\t坦\t克;;
germ_begleitpanzer_57_shop;Towarzysz Patelnia 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Towarzysz Patelnia 57;Begleitpanzer 57;Begleitpanzer 57;护\t卫\t坦\t克 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;베글라이트판처 57;Begleitpanzer 57;Begleitpanzer 57;57\t型\t協\t同\t坦\t克;护\t卫\t战\t车 57;;
germ_begleitpanzer_57_0;Towarzysz Patelnia 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Towarzysz Patelnia 57;Begleitpanzer 57;Begleitpanzer 57;护\t卫\t坦\t克 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;베글라이트판처 57;Begleitpanzer 57;Begleitpanzer 57;57\t型\t協\t同\t坦\t克;护\t卫\t战\t车 57;;
germ_begleitpanzer_57_1;Towarzysz Patelnia 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Towarzysz Patelnia 57;Begleitpanzer 57;Begleitpanzer 57;护\t卫\t坦\t克 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;Begleitpanzer 57;베글라이트판처 57;Begleitpanzer 57;Begleitpanzer 57;57\t型\t協\t同\t坦\t克;护\t卫\t战\t车 57;;
germ_begleitpanzer_57_2;Lekkostrawny Patelniarz;Char léger;Carro armato leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Patelniarz;Begleitpanzer;Hafif Tank;轻\t型\t坦\t克;軽戦車;Tanque Leve;Легкий танк;Laki tenk;könnyű harckocsi;경전차;Лёгкі танк;Tanc ușor;輕\t型\t坦\t克;轻\t型\t坦\t克;;
sw_bt_42_shop;Kontynuacja-chan;BT-42;BT-42;BT-42;BT-42;BT-42;Kontynuacja-chan;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;;
sw_bt_42_0;Kontynuacja-chan;Ps 511 BT-42;BT-42;BT-42;BT-42;BT-42;Kontynuacja-chan;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;;
sw_bt_42_1;ST-42;Kontynuacja-chan;BT-42;BT-42;BT-42;BT-42;ST-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;BT-42;;
sw_bt_42_2;Pistolet Samonapędowiec;Canon automoteur;Pistolet Samonapędowiec;Panzerjäger;Pistolet Samonapędowiec;САУ;Pistolet Samonapędowiec;samohybné dělo;Pistolet Samonapędowiec;自\t行\t火\t炮;Pistolet Samonapędowiec;Pistolet Samonapędowiec;САУ;Pistolet Samonapędowiec;Pistolet Samonapędowiec;자주포;САУ;Pistolet Samonapędowiec;自\t行\t火\t炮;Pistolet Samonapędowiec;;
sw_vickers_mk_e_45_shop;▄T-26E;▄T-26E;T-26E;T-26E;T-26E;▄T-26E;▄T-26E;T-26E;▄T-26E;T-26 英\t式;T-26E;T-26E;T-26E;▄T-26E;▄T-26E;T-26E;▄T-26E;▄T-26E;T-26E;▄T-26E;;
sw_vickers_mk_e_45_0;"▄Traktor-26 ""Brytol""";"T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";"▄Traktor-26 ""Brytol""";"T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";维\t克\t斯 6 吨 Mk E/45 毫\t米\t“英\t式 T-26”;"T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";"T-26 ""Englantilainen""";"▄T-26 ""Englantilainen""";;
sw_vickers_mk_e_45_1;▄T-26E;▄T-26E;T-26E;T-26E;T-26E;▄T-26E;▄T-26E;T-26E;▄T-26E;T-26 英\t式;T-26E;T-26E;T-26E;▄T-26E;▄T-26E;T-26E;▄T-26E;▄T-26E;T-26E;▄T-26E;;
sw_vickers_mk_e_45_2;Lekkostrawny Traktor;Char léger;Lekkostrawny Zbiornik;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Traktor;lehký tank;Lekkostrawny Zbiornik;轻\t型\t坦\t克;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;;
sw_vickers_mk_e_37_shop;Wikson Marek E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Wikson Marek E;Vickers Mk.E;Vickers Mk.E;维\t克\t斯 Mk E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;빅커스 Mk.E;Vickers Mk.E;Vickers Mk.E;維\t克\t斯 Mk.E;Vickers Mk.E;;
sw_vickers_mk_e_37_0;Wikson Marek E Gatunek B;Vickers Mk.E Alternative B;Vickers Mk.E Type B;Vickers Mk.E Typ B;Vickers Mk.E Tipo B;Vickers Mk.E Type B;Wikson Marek E Gatunek B;Vickers Mk.E Typ B;Vickers Mk.E Type B;维\t克\t斯\t六\t吨\t型\t坦\t克 Mk E (B 型);Vickers Mk.E Type B;Vickers Mk.E Type B;Vickers Mk.E Type B;Vickers Mk.E Type B;Vickers Mk.E Type B;빅커스 Mk.E B형;Vickers Mk.E Type B;Vickers Mk.E Type B;維\t克\t斯\t六\t噸\t型\t坦\t克 Mk.E (B 型);Vickers Mk.E Type B;;
sw_vickers_mk_e_37_1;Wikson Marek E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Wikson Marek E;Vickers Mk.E;Vickers Mk.E;维\t克\t斯 Mk E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;Vickers Mk.E;빅커스 Mk.E;Vickers Mk.E;Vickers Mk.E;維\t克\t斯 Mk.E;Vickers Mk.E;;
sw_vickers_mk_e_37_2;Lekkostrawny Zbiornik;Char léger;Lekkostrawny Zbiornik;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Zbiornik;lehký tank;Lekkostrawny Zbiornik;轻\t型\t载\t具;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;Lekkostrawny Zbiornik;;
sw_pbil_m40_shop;PBil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;PBil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;m/40 裝\t甲\t車;m/40 装\t甲\t车;;
sw_pbil_m40_0;Patelniowy Bil m/40;Pansarbil m/40;Pansarbil m/40;Pansarbil m/40;Pansarbil m/40;Pansarbil m/40;Patelniowy Bil m/40;Pansarbil m/40;Pansarbil m/40;m/40 装\t甲\t车;Pansarbil m/40;Pansarbil m/40;Pansarbil m/40;Pansarbil m/40;Pansarbil m/40;판저빌 m/40;Pansarbil m/40;Pansarbil m/40;m/40 裝\t甲\t車;m/40 装\t甲\t车;;
sw_pbil_m40_1;PBil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;PBil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;Pbil m/40;m/40 裝\t甲\t車;m/40 装\t甲\t车;;
sw_pbil_m40_2;Lekkostrawny Patelniarz;Char léger;Carro armato leggero;Leichter Panzer;Tanque ligero;Лёгкий танк;Lekkostrawny Patelniarz;lehký tank;Lekkostrawny Zbiornik;轻\t型\t坦\t克;Lekkostrawny Zbiornik;Tanque Leve;Легкий танк;Lekkostrawny Zbiornik;Lekkostrawny Zbiornik;경전차;Лёгкий танк;Lekkostrawny Zbiornik;輕\t型\t坦\t克;轻\t型\t坦\t克;;
"sw_k9_vidar_shop";"K9 WOCIK";"K9 VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";;
"sw_k9_vidar_0";"Wszechstronny Okrężny CIerpiący Kunszt";"K9 Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARtillery";"Versatile InDirect ARTillery";"多\t用\t途\t间\t瞄\t火\t炮\t系\t统";"多用途間接射撃";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"Versatile InDirect ARTillery";"多\t用\t途\t間\t瞄\t火\t砲\t系\t統";"Versatile InDirect ARTillery";;
"sw_k9_vidar_1";"K9 WOCIK";"K9 VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";"VIDAR";;
"sw_k9_vidar_2";"Pistolet Samonapędowiec";"Canon automoteur";"Semovente";"Panzerjäger";"SPG";"САУ";"SPG";"samohybné dělo";"SPG";"自\t行\t火\t炮";"自走砲";"SPG";"САУ";"SPG";"SPG";"자주포";"САУ";"SPG";"自\t行\t火\t炮";"SPG";;
sw_bkan_1c_shop;Bakugan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Kanoniczny Zespół 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;1C 型\t履\t带\t式\t火\t炮;;
sw_bkan_1c_0;Bakugan Dragonoid w barwach IKEA 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Kanoniczny Zespół 1C;Bandkanon 1C;Bandkanon 1C;1C 型\t履\t带\t式\t火\t炮;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;Bandkanon 1C;班\t德\t卡\t農 1C;1C 型\t履\t带\t式\t火\t炮;;
sw_bkan_1c_1;Bakugan Dragonoid w barwach IKEA 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Kanoniczny Zespół 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;Bkan 1C;1C 型\t履\t带\t式\t火\t炮;;
sw_bkan_1c_2;Pistolet Samonapędowiec;Canon automoteur;Semovente;Panzerjäger;CAP;САУ;Pistolet Samonapędowiec;samohybné dělo;Pistolet Samonapędowiec;自\t行\t火\t炮;Pistolet Samonapędowiec;OAP;САУ;Pistolet Samonapędowiec;Pistolet Samonapędowiec;자주포;САУ;Pistolet Samonapędowiec;自\t行\t火\t炮;自\t行\t火\t炮;;
